user_id,interaction_date,age,gender,city,user_type,device_type,internet_quality,sessions_per_week,avg_session_minutes,completed_activities,pending_activities,support_tickets,response_time_hours,platform_errors,training_received,support_channel,platform_module,perceived_usability,recommendation_score,satisfaction_level,satisfied
USR00487,2026-06-21,28,Femenino,Quito,Estudiante,Móvil,Alta,5,24.1,25,4,2,2.3,2,Sí,Correo,Evaluaciones,3.3,8,Media,0
USR00309,2025-11-09,38,Femenino,Ambato,Estudiante,Móvil,Baja,5,43.8,9,12,4,11.1,3,No,Autoservicio,Aula virtual,1.2,3,Media,0
USR01492,2026-06-29,42,Masculino,Quito,Estudiante,Laptop,Media,10,71.6,16,7,0,2.1,0,Sí,Chat,Aula virtual,4.2,9,Alta,1
USR00934,2026-06-27,38,Femenino,Santo Domingo,Docente,Móvil,Media,7,27.6,19,4,1,1.4,1,Sí,Autoservicio,Inscripciones,4.2,8,Alta,1
USR00243,2025-08-27,33,Femenino,Cuenca,Estudiante,Tablet,Baja,5,51,16,11,1,2,5,No,Chat,Aula virtual,1.3,0,Media,0
USR01314,2025-12-20,35,Femenino,Quito,Administrativo,Computador de escritorio,Media,8,36.4,17,7,1,3.2,1,Sí,Correo,Aula virtual,3.3,6,Alta,1
USR00898,2026-06-13,30,Femenino,Manta,Estudiante,Laptop,Alta,4,33.1,13,6,3,3.1,3,No,Chat,Evaluaciones,2.2,2,Media,0
USR00295,2025-09-29,20,Masculino,Quito,Estudiante,Computador de escritorio,Media,9,35.9,18,7,0,44.1,1,No,Correo,Aula virtual,1.8,2,Media,0
USR00957,2026-03-16,43,Masculino,Guayaquil,Estudiante,Laptop,Media,6,80,24,9,1,2.4,2,No,Chat,Biblioteca digital,4,6,Media,0
USR01254,2025-06-06,33,Femenino,Guayaquil,Docente,Móvil,Alta,4,47,11,6,2,7.4,4,No,Chat,Biblioteca digital,3.7,6,Media,0
USR00923,2026-04-27,27,Masculino,Quito,Estudiante,Laptop,Alta,5,31.2,19,1,0,4,1,Sí,Teléfono,Pagos,4.6,8,Media,0
USR00037,2025-06-05,28,Femenino,Cuenca,Docente,Tablet,Media,8,67.2,11,9,2,3.2,1,Sí,Correo,Evaluaciones,3.9,6,Media,0
USR00845,2026-04-22,24,Masculino,Ibarra,Estudiante,Laptop,Media,4,36.7,15,12,2,8.4,2,No,Correo,Pagos,2.9,7,Media,0
USR00788,2025-07-07,26,Femenino,Guayaquil,Administrativo,Móvil,Baja,5,46.9,22,8,2,3.9,3,Sí,Chat,Aula virtual,2.5,3,Baja,0
USR01187,2025-08-05,25,Femenino,Quito,Estudiante,Móvil,Media,11,26.8,20,7,1,1.8,0,Sí,Autoservicio,Evaluaciones,4.1,8,Alta,1
USR01422,2025-06-08,25,Femenino,Quito,Estudiante,Laptop,Baja,6,54.9,12,11,1,7,6,No,Autoservicio,Aula virtual,1.8,2,Media,0
USR00411,2025-11-23,22,Femenino,Cuenca,Estudiante,Móvil,Baja,3,24.6,15,9,1,9.6,6,Sí,Chat,Biblioteca digital,2.3,2,Baja,0
USR01343,2026-04-18,18,Femenino,Quito,Estudiante,Tablet,Media,5,48,15,4,0,7.8,5,Sí,Chat,Pagos,3.3,4,Baja,0
USR00485,2026-01-09,35,Femenino,Ambato,Docente,Laptop,Baja,9,26.6,20,16,4,6.5,3,No,Correo,Aula virtual,1.4,0,Baja,0
USR00889,2025-04-23,18,Prefiere no decir,Quito,Estudiante,Móvil,Media,3,39,16,10,3,6.3,1,No,Autoservicio,Aula virtual,3.2,6,Media,0
USR01433,2025-07-11,50,Femenino,Quito,Estudiante,Móvil,Alta,8,35.5,38,0,0,5.3,6,Sí,Chat,Inscripciones,3.5,4,Media,0
USR01125,2025-04-09,34,Femenino,Quito,Estudiante,Tablet,Media,2,15.1,15,3,0,3,0,Sí,Teléfono,Evaluaciones,4.2,8,Alta,1
USR00893,2026-01-05,25,Femenino,Quito,Estudiante,Móvil,Media,6,36.7,28,3,1,6.2,4,Sí,Teléfono,Biblioteca digital,3.4,4,Baja,0
USR01461,2025-08-01,43,Femenino,Quito,Estudiante,Laptop,Media,2,38.1,15,8,3,3.3,2,No,Autoservicio,Inscripciones,2.4,5,Baja,0
USR00674,2025-06-30,30,Masculino,Guayaquil,Estudiante,Laptop,Alta,2,66.5,14,9,0,3.9,1,Sí,Correo,Aula virtual,4.3,9,Media,0
USR00315,2026-06-07,29,Masculino,Quito,Estudiante,Móvil,Alta,6,40.6,21,11,0,1.5,2,No,Autoservicio,Evaluaciones,3.5,6,Baja,0
USR00517,2025-01-01,27,Masculino,Quito,Estudiante,Laptop,,7,49.3,13,9,2,8.9,2,No,Correo,Evaluaciones,2.5,2,Baja,0
USR01370,2025-06-04,28,Femenino,Quito,Estudiante,Móvil,Alta,5,20.9,11,7,1,2,3,No,Autoservicio,Inscripciones,1.8,4,Baja,0
USR01299,2025-06-07,24,Masculino,Ambato,Estudiante,Móvil,Alta,6,27.1,12,5,1,6.8,0,No,Correo,Inscripciones,3.3,5,Media,0
USR01320,2025-08-11,30,Masculino,Guayaquil,Estudiante,Computador de escritorio,Alta,5,24.6,8,8,2,5,4,No,Autoservicio,Pagos,2.7,5,Media,0
USR01429,2026-06-05,37,Femenino,Quito,Estudiante,Laptop,Alta,4,32.5,16,2,2,9.3,0,Sí,Chat,Evaluaciones,3.1,5,Baja,0
USR01453,2026-04-11,28,Femenino,Santo Domingo,Administrativo,Tablet,Media,2,38.8,21,2,2,9.9,2,Sí,Correo,Aula virtual,2.9,6,Baja,0
USR00024,2025-09-11,40,Femenino,Quito,Estudiante,Laptop,Alta,5,33.4,12,1,3,3.8,3,Sí,Chat,Inscripciones,3.5,3,Media,0
USR01062,2025-09-07,31,Masculino,Cuenca,Estudiante,Laptop,Alta,4,57.8,14,8,1,6.6,1,No,Autoservicio,Aula virtual,2.9,3,Media,0
USR01357,2026-02-11,20,Masculino,Loja,Administrativo,Móvil,Media,8,49.9,22,7,1,3,0,Sí,Autoservicio,Inscripciones,5,9,Alta,1
USR00457,2025-12-01,35,Femenino,Manta,Estudiante,Laptop,Alta,7,37.6,10,10,3,13.6,4,No,Chat,Aula virtual,2.3,3,Baja,0
USR01127,2025-11-02,36,Femenino,Guayaquil,Estudiante,Laptop,Baja,3,31.9,18,5,7,8,5,Sí,Chat,Aula virtual,2.2,2,Baja,0
USR01447,2025-10-08,36,Masculino,Cuenca,Estudiante,Móvil,Media,7,34.9,27,6,1,2.9,5,Sí,Chat,Aula virtual,2.5,2,Baja,0
USR01166,2025-09-06,21,Masculino,Ibarra,Estudiante,Laptop,Media,5,36.7,12,9,2,2.9,1,Sí,Correo,Evaluaciones,3.7,5,Baja,0
USR01052,2025-03-06,21,Femenino,Guayaquil,Administrativo,Laptop,Baja,5,42.8,21,10,2,7.8,6,Sí,Correo,Aula virtual,1.9,3,Media,0
USR00980,2025-05-19,27,Masculino,Quito,Estudiante,Laptop,Alta,4,49.3,26,10,1,6.6,0,No,Chat,Aula virtual,3.5,7,Alta,1
USR00628,2025-05-16,42,Masculino,Quito,Estudiante,Laptop,Baja,5,43.8,19,8,2,4,3,Sí,Autoservicio,Aula virtual,3.3,7,Baja,0
USR00366,2025-09-11,45,Femenino,Quito,Estudiante,Móvil,Baja,4,67.9,14,11,0,2.9,9,No,Chat,Pagos,1.4,1,Baja,0
USR00288,2025-11-17,38,Femenino,Quito,Docente,Tablet,Alta,4,20.3,8,8,2,4.4,4,No,Chat,Evaluaciones,1.7,1,Baja,0
USR00335,2025-07-31,35,Femenino,Manta,Estudiante,Móvil,Alta,6,35.7,16,9,1,2.6,0,No,Correo,Inscripciones,3.2,6,Media,0
USR00997,2026-01-08,32,Femenino,Ibarra,Estudiante,Móvil,Media,3,33,18,4,1,3,6,Sí,Chat,Inscripciones,2.9,4,Media,0
USR00719,2026-02-04,34,Femenino,Ibarra,Estudiante,Tablet,Alta,5,5.6,2,15,1,4.5,0,No,Chat,Evaluaciones,2.6,3,Baja,0
USR00985,2026-02-02,18,Femenino,Guayaquil,Estudiante,Móvil,Alta,5,9.9,6,8,2,6.5,1,No,Chat,Aula virtual,4,6,Baja,0
USR01286,2026-03-22,20,Masculino,Santo Domingo,Estudiante,Laptop,Alta,7,30.7,16,11,2,4.2,4,No,Correo,Biblioteca digital,1.8,2,Baja,0
USR00481,2025-12-21,25,Femenino,Quito,Docente,Laptop,Baja,6,54.5,25,7,3,6.3,5,Sí,Chat,Aula virtual,3.1,4,Media,0
USR00197,2025-10-17,25,Femenino,Guayaquil,Estudiante,Tablet,Baja,8,54.9,21,13,1,4.7,4,No,Chat,Biblioteca digital,2.2,3,Baja,0
USR01139,2025-06-23,17,Femenino,Quito,Estudiante,Móvil,Alta,4,52.7,18,3,0,3.3,2,Sí,Correo,Evaluaciones,4.2,6,Media,0
USR01361,2025-02-13,31,Masculino,Quito,Estudiante,Móvil,Baja,5,21.3,10,9,6,8.7,4,No,Autoservicio,Biblioteca digital,1.8,0,Media,0
USR01383,2026-01-06,18,Masculino,Ibarra,Docente,Laptop,Media,10,17.4,24,8,0,6.2,1,No,Autoservicio,Soporte académico,3.3,5,Alta,1
USR00543,2025-12-05,57,Masculino,Guayaquil,Docente,Laptop,Baja,7,32.3,13,9,2,10.2,8,Sí,Correo,Evaluaciones,2.1,1,Media,0
USR00041,2025-05-21,17,Masculino,Quito,Estudiante,Móvil,Alta,1,39.8,18,0,0,5.5,3,Sí,Chat,Evaluaciones,3.7,7,Media,0
USR00975,2025-11-28,36,Masculino,Guayaquil,Estudiante,Computador de escritorio,Alta,5,24.7,5,7,1,4.6,0,No,Chat,Aula virtual,3.2,5,Media,0
USR00302,2025-05-22,31,Femenino,Quito,Administrativo,Móvil,Baja,6,47.1,14,7,2,8.6,4,No,Correo,Aula virtual,1.6,1,Media,0
USR01319,2025-11-08,35,Masculino,Guayaquil,Estudiante,Laptop,Media,5,42.8,12,9,1,2,2,No,Correo,Inscripciones,3.1,6,Media,0
USR00274,2025-11-16,37,Masculino,Santo Domingo,Estudiante,Laptop,Media,7,27.3,23,3,0,9.5,0,Sí,Chat,Biblioteca digital,3.1,7,Baja,0
USR00446,2025-01-18,17,Femenino,Guayaquil,Administrativo,Móvil,Alta,4,57.7,17,6,2,2.6,5,Sí,Chat,Soporte académico,4.3,8,Alta,1
USR01317,2025-12-14,31,Femenino,Manta,Estudiante,Laptop,Baja,5,30.7,17,15,2,4.1,6,No,Correo,Pagos,2.1,2,Baja,0
USR01356,2026-03-23,32,Femenino,Quito,Estudiante,Móvil,Media,6,69.9,27,2,0,1.1,3,Sí,Chat,Pagos,4.9,6,Alta,1
USR00345,2025-07-29,31,Masculino,Quito,Estudiante,Laptop,Baja,6,34.6,16,7,2,11.2,5,Sí,Chat,Biblioteca digital,2.8,2,Media,0
USR00337,2025-10-26,29,Masculino,Santo Domingo,Docente,Laptop,Alta,6,34.9,21,5,1,6.1,0,Sí,Chat,Evaluaciones,4.8,8,Alta,1
USR01498,2026-03-10,41,Femenino,Ibarra,Estudiante,Laptop,Alta,3,32.6,10,12,0,4.1,3,No,Teléfono,Inscripciones,3.1,6,Media,0
USR00242,2026-05-14,39,Femenino,Cuenca,Estudiante,Laptop,Media,8,50.7,15,12,2,13,0,No,Correo,Biblioteca digital,1.7,3,Baja,0
USR01318,2025-10-05,29,Masculino,Santo Domingo,Estudiante,Laptop,Alta,8,20.9,8,7,0,6.6,1,No,Correo,Aula virtual,3.6,5,Baja,0
USR00478,2026-03-21,23,Femenino,Loja,Docente,Laptop,Alta,10,57.9,23,7,3,7.2,0,Sí,Autoservicio,Evaluaciones,3.8,7,Media,0
USR01483,2025-12-02,30,Femenino,Quito,Estudiante,Móvil,Alta,5,28.6,18,2,0,1.7,3,Sí,Teléfono,Biblioteca digital,4.3,7,Alta,1
USR00055,2025-11-27,39,Femenino,Quito,Estudiante,Laptop,Media,3,37.8,17,5,0,4.7,0,Sí,Correo,Aula virtual,4,8,Media,0
USR00785,2025-10-04,35,Prefiere no decir,Ibarra,Estudiante,Móvil,Baja,6,22.6,20,8,2,3,4,Sí,Autoservicio,Evaluaciones,3,5,Baja,0
USR00949,2026-03-31,22,Masculino,Quito,Estudiante,Laptop,Baja,3,36.6,14,11,3,10.5,4,No,Autoservicio,Aula virtual,1.6,3,Media,0
USR01216,2026-04-05,20,Prefiere no decir,Ambato,Estudiante,Móvil,Alta,5,63.3,18,3,0,0.6,4,Sí,Autoservicio,Biblioteca digital,4.2,8,Alta,1
USR00903,2025-06-23,26,Masculino,Guayaquil,Estudiante,Laptop,Alta,2,66.6,17,4,2,15.5,4,Sí,Autoservicio,Pagos,3.8,4,Baja,0
USR00102,2025-12-30,28,Femenino,Cuenca,Estudiante,Móvil,Media,6,40.5,17,13,0,2,1,No,Chat,Evaluaciones,1.9,4,Baja,0
USR00811,2026-04-01,29,Masculino,Cuenca,Estudiante,Móvil,Baja,1,26.9,19,8,2,8.4,4,No,Correo,Soporte académico,1,0,Baja,0
USR00977,2026-06-26,34,Femenino,Manta,Estudiante,Computador de escritorio,Baja,2,48.6,18,3,3,3.7,7,Sí,Chat,Aula virtual,2.6,3,Baja,0
USR01346,2025-05-02,35,Masculino,Loja,Estudiante,Móvil,Alta,4,54.7,16,12,1,4.6,1,Sí,Teléfono,Inscripciones,3.7,7,Media,0
USR00203,2025-02-25,30,Masculino,Quito,Estudiante,Laptop,Baja,6,27.3,12,11,4,6.2,6,No,Chat,Biblioteca digital,1.7,3,Baja,0
USR00899,2026-05-04,24,Femenino,Quito,Docente,Móvil,Alta,7,33.1,26,2,2,5.5,0,Sí,Correo,Soporte académico,3.5,7,Alta,1
USR00915,2025-09-20,35,Femenino,Ibarra,Estudiante,Laptop,Media,8,28.1,19,6,2,6.5,3,Sí,Autoservicio,Soporte académico,3,6,Media,0
USR00375,2026-06-08,33,Femenino,Quito,Estudiante,Móvil,Media,7,33.3,13,7,4,7.4,4,Sí,Teléfono,Aula virtual,3.7,6,Baja,0
USR00113,2025-01-09,25,Prefiere no decir,Guayaquil,Estudiante,Laptop,Media,1,49.4,9,9,0,1.3,4,No,Chat,Aula virtual,2.4,2,Baja,0
USR00557,2026-05-16,30,Femenino,Manta,Docente,Tablet,Alta,6,38.4,18,12,2,4,4,No,Chat,Aula virtual,3.3,4,Baja,0
USR01114,2025-03-23,32,Masculino,Cuenca,Estudiante,Laptop,Media,1,39.2,12,4,0,4,0,No,Teléfono,Evaluaciones,2.1,3,Media,0
USR00610,2025-06-13,25,Masculino,Cuenca,Docente,Laptop,Baja,10,20.4,19,10,3,11.7,5,No,Chat,Pagos,1,0,Media,0
USR01202,2025-05-24,17,Masculino,Guayaquil,Docente,Móvil,Media,5,25.3,13,2,0,7.9,6,Sí,Chat,Pagos,3.5,5,Baja,0
USR00148,2025-05-21,31,Femenino,Santo Domingo,Estudiante,Móvil,Media,6,6.3,20,8,0,7,3,No,Correo,Inscripciones,2.1,2,Baja,0
USR00011,2025-06-11,41,Masculino,Quito,Estudiante,Tablet,Media,6,44.4,16,6,0,2.5,1,No,Correo,Biblioteca digital,2.3,4,Baja,0
USR00909,2025-03-09,22,Masculino,Cuenca,Estudiante,Laptop,Alta,6,43.1,18,6,0,3.7,6,Sí,Chat,Biblioteca digital,3.4,6,Baja,0
USR01367,2025-05-15,42,Femenino,Guayaquil,Estudiante,Computador de escritorio,Media,3,54,14,8,3,4.5,1,No,Autoservicio,Aula virtual,2.9,4,Baja,0
USR01277,2026-04-20,44,Femenino,Guayaquil,Estudiante,Móvil,Media,6,23.5,13,7,3,5.4,3,No,Chat,Evaluaciones,2.6,4,Media,0
USR01382,2026-06-21,29,Femenino,Loja,Docente,Móvil,Baja,1,34.6,15,12,1,5.1,3,No,Correo,Inscripciones,1,3,Media,0
USR01094,2025-08-16,42,Femenino,Manta,Estudiante,Móvil,Alta,6,27.1,23,2,2,4.7,2,Sí,Autoservicio,Evaluaciones,4.2,8,Alta,1
USR01398,2025-05-08,27,Femenino,Guayaquil,Docente,Laptop,Media,6,23.3,20,6,3,3.9,3,Sí,Chat,Soporte académico,3.7,6,Media,0
USR00891,2025-08-10,39,Femenino,Guayaquil,Docente,Laptop,Media,3,28.4,16,6,0,2.1,3,Sí,Autoservicio,Aula virtual,3.5,5,Media,0
USR00150,2025-06-24,39,Femenino,Santo Domingo,Administrativo,Laptop,Alta,3,53.4,21,1,0,6.3,2,Sí,Chat,Aula virtual,4.7,9,Media,0
USR00198,2026-05-19,28,Masculino,Loja,Estudiante,Móvil,Media,5,30.7,10,6,1,2.5,0,No,Autoservicio,Evaluaciones,2.6,4,Baja,0
USR01069,2026-02-11,45,Femenino,Santo Domingo,Estudiante,Laptop,Media,5,14.2,13,6,1,5.5,1,Sí,Correo,Biblioteca digital,3.9,5,Media,0
USR00209,2025-11-16,37,Masculino,Quito,Estudiante,Móvil,Alta,4,27.5,13,17,1,8.5,0,No,Chat,Inscripciones,2.7,5,Media,0
USR00823,2025-07-05,40,Femenino,Loja,Estudiante,Laptop,Media,7,11.2,15,6,3,4.4,1,No,Teléfono,Aula virtual,2.9,2,Media,0
USR00358,2026-05-30,17,Prefiere no decir,Quito,Administrativo,Móvil,Media,1,67.5,7,13,2,14.8,5,No,Correo,Inscripciones,2.9,5,Baja,0
USR00916,2025-09-11,20,Femenino,Ambato,Estudiante,Tablet,,7,70.9,16,6,1,6.2,3,Sí,Correo,Biblioteca digital,3.7,7,Alta,1
USR01097,2025-02-03,29,Masculino,Manta,Docente,Laptop,Media,6,32.2,24,7,1,5.6,1,Sí,Chat,Aula virtual,4,7,Baja,0
USR01137,2026-01-17,29,Masculino,Quito,Estudiante,Laptop,Media,4,45.2,6,11,2,4.7,3,No,Correo,Inscripciones,2.5,5,Baja,0
USR00969,2026-01-29,39,Femenino,Manta,Estudiante,Móvil,Media,2,31.9,28,6,1,2.2,4,Sí,Chat,Inscripciones,3.8,8,Media,0
USR00100,2026-02-12,22,Prefiere no decir,Quito,Estudiante,Móvil,Media,4,40.9,12,3,0,13.8,2,Sí,Chat,Evaluaciones,2.4,5,Baja,0
USR00048,2025-08-22,23,Femenino,Loja,Estudiante,Móvil,,4,19.3,19,5,0,2.9,4,Sí,Chat,Soporte académico,4.7,8,Media,0
USR01105,2025-02-12,27,Prefiere no decir,Quito,Estudiante,Laptop,Media,1,49.4,10,6,0,2.6,5,No,Autoservicio,Aula virtual,2.1,4,Baja,0
USR00936,2025-12-22,36,Masculino,Cuenca,Estudiante,Laptop,Media,4,40.8,15,6,1,5.7,0,Sí,Correo,Aula virtual,5,7,Alta,1
USR01315,2025-05-21,32,Femenino,Ambato,Estudiante,Móvil,Media,2,16.9,6,5,2,3.2,3,No,Autoservicio,Inscripciones,3,2,Baja,0
USR00219,2026-05-24,18,Femenino,Quito,Estudiante,Móvil,Alta,5,58.9,25,8,0,3,0,Sí,Chat,Inscripciones,4.2,8,Media,0
USR00746,2025-03-09,17,Femenino,Ibarra,Estudiante,Móvil,Media,6,31.2,19,6,2,9.8,3,Sí,Teléfono,Aula virtual,3.7,6,Baja,0
USR01150,2026-02-24,21,Masculino,Guayaquil,Estudiante,Tablet,Alta,8,43.9,7,6,0,3.5,2,No,Correo,Pagos,3.9,4,Baja,0
USR00743,2025-07-07,30,Femenino,Santo Domingo,Docente,Laptop,,5,48.6,13,12,3,3.8,3,No,Chat,Aula virtual,3.1,4,Baja,0
USR00914,2026-02-14,17,Femenino,Ibarra,Administrativo,Laptop,Baja,7,39.9,18,6,1,3.6,3,Sí,Correo,Evaluaciones,3.7,4,Baja,0
USR00280,2026-02-04,42,Masculino,Ambato,Administrativo,Laptop,Baja,6,38.9,12,6,4,6.5,6,Sí,Chat,Pagos,2.2,5,Baja,0
USR00571,2025-10-24,17,Masculino,Cuenca,Estudiante,Móvil,Media,5,22.6,12,10,0,1.6,5,No,Chat,Inscripciones,1.8,2,Baja,0
USR01288,2025-05-16,31,Masculino,Quito,Estudiante,Laptop,Media,5,19.4,18,7,2,4.8,1,No,Chat,Aula virtual,2,2,Media,0
USR00463,2025-10-04,33,Femenino,Manta,Estudiante,Laptop,Alta,4,29.4,15,7,0,6.6,1,Sí,Autoservicio,Aula virtual,3.8,6,Media,0
USR01487,2025-01-05,30,Masculino,Quito,Estudiante,Laptop,Media,12,76.3,28,2,0,2,0,Sí,Autoservicio,Evaluaciones,3.7,7,Media,0
USR00805,2025-01-21,48,Femenino,Quito,Estudiante,Laptop,Baja,7,32.8,19,2,5,6.7,4,Sí,Autoservicio,Evaluaciones,3.3,5,Media,0
USR00551,2025-02-22,33,Masculino,Cuenca,Administrativo,Laptop,Alta,7,64.5,33,2,0,5.4,2,Sí,Chat,Biblioteca digital,3.9,6,Media,0
USR01060,2025-05-10,40,Femenino,Ambato,Estudiante,Laptop,Media,7,60.1,16,4,0,3.9,2,No,Correo,Evaluaciones,3.4,4,Media,0
USR01465,2026-04-02,36,Femenino,Guayaquil,Estudiante,Móvil,Media,4,43.5,11,5,3,9,3,Sí,Chat,Aula virtual,2.4,2,Media,0
USR00407,2026-01-02,36,Femenino,Quito,Docente,Móvil,Alta,8,56.6,18,2,0,1.4,2,Sí,Chat,Aula virtual,4.1,6,Alta,1
USR00534,2025-06-25,33,Femenino,Guayaquil,Estudiante,Tablet,Media,7,34.4,16,15,3,4.8,2,No,Chat,Pagos,2.9,5,Baja,0
USR00842,2025-01-13,33,Femenino,Guayaquil,Estudiante,Laptop,Alta,7,55.6,19,5,0,5.2,1,Sí,Correo,Aula virtual,4.3,8,Baja,0
USR00381,2025-02-10,17,Femenino,Quito,Docente,Laptop,Alta,3,14.2,3,5,4,10,4,No,Chat,Aula virtual,3.6,4,Baja,0
USR01219,2026-04-24,25,Masculino,Santo Domingo,Estudiante,Laptop,Media,6,65.4,6,7,0,2,3,No,Correo,Soporte académico,2,4,Media,0
USR00116,2025-03-11,17,Femenino,Quito,Docente,Computador de escritorio,Media,4,45.5,17,7,0,8.2,1,Sí,Correo,Evaluaciones,3,6,Media,0
USR01064,2025-07-21,28,Masculino,Quito,Estudiante,Laptop,Baja,8,44.1,14,6,2,6,2,No,Chat,Pagos,1,1,Baja,0
USR00178,2025-02-28,27,Masculino,Loja,Estudiante,Laptop,Media,8,47.5,13,8,1,6.9,2,No,Teléfono,Aula virtual,1.9,4,Media,0
USR00465,2025-03-27,35,Masculino,Guayaquil,Estudiante,Laptop,Media,6,46,28,4,2,4.3,0,Sí,Teléfono,Biblioteca digital,4.5,8,Alta,1
USR00504,2025-04-22,42,Masculino,Quito,Estudiante,Laptop,Media,4,39,22,9,2,5.7,0,Sí,Chat,Inscripciones,5,8,Media,0
USR00002,2025-06-09,31,Femenino,Ambato,Estudiante,Laptop,Media,4,45.1,19,4,0,7.6,4,,Chat,Aula virtual,3.4,6,Media,0
USR00134,2026-01-15,26,Masculino,Guayaquil,Estudiante,Laptop,Media,5,19.3,22,6,0,4.5,0,Sí,Chat,Aula virtual,4.4,6,Alta,1
USR00044,2025-06-08,46,Masculino,Cuenca,Docente,Móvil,Alta,5,40,25,7,0,2.6,1,Sí,Correo,Aula virtual,4.4,8,Baja,0
USR00123,2026-01-02,36,Femenino,Quito,Estudiante,Laptop,Alta,5,50.3,11,10,2,4,1,No,Correo,Aula virtual,2.9,5,Baja,0
USR00390,2026-03-11,27,Femenino,Manta,Estudiante,Laptop,Alta,6,46.1,7,6,2,13.7,2,No,Chat,Pagos,2.6,3,Baja,0
USR00931,2025-12-05,33,Femenino,Guayaquil,Estudiante,Tablet,Media,5,27.8,14,7,0,3.9,1,Sí,Correo,Inscripciones,3.9,7,Baja,0
USR00400,2025-09-23,44,Femenino,Quito,Docente,Laptop,Alta,3,45.3,22,4,3,11.4,0,Sí,Chat,Soporte académico,4.4,7,Media,0
USR00085,2026-04-02,34,Femenino,Guayaquil,Estudiante,Móvil,Alta,3,35.4,6,11,1,2.9,3,No,Chat,Evaluaciones,1.5,1,Baja,0
USR00409,2025-12-22,18,Masculino,Quito,Estudiante,Tablet,Media,5,56.5,27,6,2,4.2,1,Sí,Chat,Biblioteca digital,2.5,4,Baja,0
USR00788,2025-07-07,26,Femenino,Guayaquil,Administrativo,Móvil,Baja,5,46.9,22,8,2,3.9,3,Sí,Chat,Aula virtual,2.5,3,Baja,0
USR00378,2025-05-04,42,Femenino,Ibarra,Docente,Móvil,Media,7,26.8,23,4,1,2.2,2,Sí,Chat,Soporte académico,3.6,8,Media,0
USR00451,2026-03-05,33,Prefiere no decir,Santo Domingo,Estudiante,Tablet,Alta,9,33.6,20,6,2,3,2,No,Correo,Evaluaciones,2.9,5,Baja,0
USR01178,2026-02-01,27,Femenino,Cuenca,Administrativo,Laptop,Media,4,58.9,22,6,1,10.9,2,Sí,Chat,Evaluaciones,3.5,5,Media,0
USR01291,2025-08-23,27,Masculino,Manta,Estudiante,Móvil,Media,1,61.8,17,6,1,1.6,1,Sí,Chat,Soporte académico,3.1,3,Baja,0
USR00403,2025-06-30,22,Masculino,Quito,Estudiante,Laptop,Media,6,75.2,11,10,1,5.8,0,No,Correo,Inscripciones,2.3,4,Baja,0
USR01167,2025-01-11,36,Masculino,Quito,Estudiante,Computador de escritorio,Baja,5,45.5,15,9,4,4.2,4,Sí,Correo,Aula virtual,3.1,6,Media,0
USR01018,2025-08-25,17,Masculino,Manta,Estudiante,Móvil,Media,6,41.7,7,11,1,2.8,2,No,Chat,Aula virtual,3.1,4,Media,0
USR00822,2025-03-12,32,Masculino,Quito,Estudiante,Tablet,Alta,4,35.8,19,4,1,4.2,0,Sí,Chat,Biblioteca digital,4.7,7,Alta,1
USR00657,2026-04-13,40,Femenino,Ambato,Estudiante,Móvil,Media,6,40.7,9,0,0,0.7,3,Sí,Correo,Aula virtual,3,2,Alta,1
USR01076,2025-08-29,36,Masculino,Santo Domingo,Estudiante,Tablet,Baja,4,31.4,8,17,2,2.2,6,No,Autoservicio,Aula virtual,1.3,0,Media,0
USR01500,2026-01-28,23,Femenino,Quito,Estudiante,Laptop,Media,1,45.7,16,3,2,3.9,2,Sí,Autoservicio,Aula virtual,2.9,6,Baja,0
USR00343,2025-11-13,31,Femenino,Quito,Estudiante,Móvil,Media,7,28.6,5,0,2,3.4,2,Sí,Correo,Aula virtual,3.5,6,Media,0
USR01349,2026-02-16,26,Masculino,Loja,Estudiante,Laptop,Alta,6,43.6,25,4,0,1.3,3,Sí,Chat,Aula virtual,3.3,5,Alta,1
USR01271,2025-07-31,21,Femenino,Cuenca,Estudiante,Laptop,Media,4,42.5,22,3,2,9.4,1,Sí,Chat,Aula virtual,2.2,4,Baja,0
USR01057,2025-12-10,38,Masculino,Cuenca,Estudiante,Tablet,Alta,5,50.9,3,10,1,4.6,3,No,Chat,Aula virtual,2.9,3,Media,0
USR00904,2026-02-16,25,Masculino,Guayaquil,Estudiante,Laptop,Alta,8,32.9,21,6,3,12.8,0,No,Chat,Aula virtual,2.5,4,Media,0
USR01108,2025-03-26,27,Masculino,Santo Domingo,Docente,Laptop,Alta,3,58.1,21,10,2,5.2,0,No,Teléfono,Soporte académico,3.2,5,Baja,0
USR01025,2025-09-26,53,Masculino,Quito,Estudiante,Tablet,Baja,6,32.7,10,12,3,2.7,1,No,Correo,Biblioteca digital,2.5,4,Baja,0
USR01424,2025-08-03,20,Femenino,Ambato,Docente,Móvil,Baja,8,38.8,24,6,3,6.6,6,Sí,Correo,Inscripciones,2.7,3,Media,0
USR01016,2026-04-01,42,Masculino,Loja,Docente,Laptop,Alta,3,76.8,7,5,0,66.4,0,Sí,Autoservicio,Aula virtual,4.7,8,Alta,1
USR00536,2025-07-05,43,Femenino,Santo Domingo,Estudiante,Laptop,Baja,6,28.2,10,7,4,4.9,6,Sí,Correo,Inscripciones,2.4,4,Baja,0
